,document,summary,model,origin,nonfactual_spans
361,"The Baggies' 1-0 victory was their first since 2 January and moved them eight points clear of the bottom three.
""It was nice to get three points and create a bit of a gap to the bottom,"" the Swede, 32, told BBC WM 95.6.
""The title race is wide open and so is the relegation battle.""
Albion had gone five league games without a win since beating Stoke 2-1 at The Hawthorns and now prepare to face title contenders Leicester City, Manchester City and top-four-chasing Manchester United at the start of March.
""They're all hard games - everyone's fighting,"" he said. ""From experience you know they're going to be tough for everybody.
""But we've been doing well at home and hopefully we can get over the line sooner or later.""","The Baggies secured a 1-0 victory over their opponents, which was their first win since January 2nd. This victory helped them to move eight points clear of the bottom three. The Swede, 32, spoke about the open title race and the relegation battle. Albion is set to face tough games against Leicester City, Manchester City, and Manchester United in March. The Swede believes that they have been performing well at home and hopes to get over the line sooner or later.</s>",mistral7b,XSUM,
362,"A team visited the village of Haswiya, on the edge of the central city of Homs, and saw charred bodies still lying inside one of the houses.
Government soldiers said all the bodies had been taken away and blamed Islamist militants fighting with the rebels.
But one villager told the BBC the army was present at the time of the deaths.
In a separate development, reports emerged of the deaths of two journalists covering the conflict in Syria.
Al-Jazeera TV reporter Mohammed Hourani was shot dead in the southern province of Deraa, the network said. The pan-Arab channel said Hourani, 33, had been hit by ""a regime sniper"".
The day before, a French journalist was shot dead in the northern city of Aleppo, opposition activists said.
The Aleppo Media Centre also blamed a sniper for killing the journalist, Yves Debay, although one activist said it was not clear who was behind his death.
Photographs of Debay's body and of his press card were posted online.
Meanwhile, a rocket hit a building in another district of Aleppo. State media blamed ""terrorists"", but activists said it was an air strike.
There were also two car bombings in the southern city of Deraa.
Reports of a massacre at Haswiya emerged on Thursday from opposition and human rights activists, but they could not be verified immediately.
The Syrian Observatory for Human Rights (SOHR) said women and children had been among 106 people killed by forces loyal to President Bashar al-Assad.
By Lyse DoucetChief international correspondent
Some of the dead were ""burnt inside their homes while others were killed with knives"" and other weapons, the UK-based activist group said. It added that there were reports that ""whole families were executed, one of them made up of 32 members.""
""This needs to be investigated by the United Nations,"" said Rami Abdul Rahman, director of the UK-based activist group.
However, a government official in Damascus denied reports of a massacre.
On Friday, the BBC's Lyse Doucet was able to travel to Haswiya.
When she arrived, Syrian army soldiers told her that all the bodies had already been taken away, but our correspondent found the scene of a vicious murder.
""Three charred bodies lay sprawled just inside one house. A trail of blood stained the cement,"" she reported. ""In the kitchen, where china teacups sat neatly on a shelf, more than a dozen bullet casings were scattered across a floor smeared with blood.
""In another room, two more burnt corpses were curled up next to a broken bed.""
Villagers, still visibly shocked, told the BBC that at least 100 people were killed that day.
Soldiers who escorted the team to the area said hundreds of men from a militant Islamist rebel group, the al-Nusra Front, committed the killings.
One woman told the BBC the same. But out of earshot of the official Syrian minders, another woman said the army was present at the time and that some soldiers even apologised for the murders, saying others had acted without orders.
The SOHR said all of the dead appeared to be Sunni Muslims, who make up a majority of the population and have been at the forefront of the revolt against the state during the 22-month conflict that the UN says has left more than 60,000 people dead.
The area around Haswiya witnessed clashes earlier this week between government forces and rebels. The pro-government newspaper al-Watan said troops had advanced in the countryside around Homs, ""cleansing the villages of Haswiya and Dweir, as well as their fields"" of gunmen.","106 people, including women and children, were killed in a massacre in the Syrian village of Haswiya, according to opposition and human rights activists. The Syrian Observatory for Human Rights said the killings were carried out by forces loyal to President Bashar al-Assad. The BBC's Lyse Doucet was able to travel to the village and found three charred bodies and two more burnt corpses. Soldiers who escorted the team said hundreds of men from the al-Nusra Front, a militant Islamist rebel group, committed the killings. However, one woman said the army was present at the time and that some soldiers even apologized for the murders.</s>",mistral7b,XSUM,
363,"The claim: One hundred and twenty-two prisoners freed by President Obama from Guantanamo Bay engaged in ""terrorist or insurgent activities"" after their release.
Reality Check verdict: All but nine of the 122 released prisoners the US says were involved in ""terrorist or insurgent activities"" after leaving Guantanamo were not freed by Obama but by his predecessor, George W Bush.
The detention facility, opened in 2002 to detain terror suspects after the 9/11 attacks and the invasion of Afghanistan, is part of a US naval base in south-eastern Cuba.
At least every six months, the office of the Director of National Intelligence (DNI), who oversees the US intelligence community, publishes details of how many former Guantanamo Bay prisoners are ""confirmed or suspected of returning to terrorist activities after release or transfer"". The DNI defines those activities as planning or financing terrorist operations, conducting an attack and recruiting others for terrorist activities.
According to the most recent published statistics, dated 15 July 2016, 122 former detainees are confirmed to have directly been involved in terrorist or insurgent activities after they have been transferred out of Guantanamo.
However, only nine out of the 122 were transferred after 22 January 2009, when Barack Obama took office. The rest - 113 - were released by his Republican predecessor, President George W Bush.
Read more from Reality Check","The document discusses the claim that 122 prisoners released from Guantanamo Bay by President Obama engaged in ""terrorist or insurgent activities"" after their release. However, a reality check verdict shows that all but nine of the 122 were not freed by Obama but by his predecessor, George W Bush. The detention facility, opened in 2002 to detain terror suspects after the 9/11 attacks and the invasion of Afghanistan, is part of a US naval base in south-eastern Cuba. At least every six months, the office of the Director of National Intelligence (DNI) publishes details of how many former Guantanamo Bay prisoners are ""confirmed or suspected of returning to terrorist activities after release or transfer"". According to the most recent published statistics, 122 former detainees are confirmed to have directly been involved in terrorist or insurgent activities after they have been transferred out of Guantanamo. However, only nine out of the 122 were transferred after 22 January 2009, when Barack Obama took office. The rest - 113 - were released by his Republican predecessor, President George W Bush.</s>",mistral7b,XSUM,
364,"That's the question being asked after the city erupted into riots and looting on Monday. Since Michael Brown was shot dead by a police officer last year in Ferguson, Missouri, dozens of incidents questioning the use of force by police have emerged in cities and towns across the US.
But only Baltimore has seen unrest like Ferguson.
Baltimore is a thriving major city with black leadership. The thinking goes: This shouldn't be happening here.
To understand why you have to understand that Baltimore is actually two cities: One is a city mired in decline and poverty, made famous by the TV show The Wire. Another is a city on the rise with a shiny waterfront and increasing numbers of young affluent residents.
To keep the affluent Baltimore viable, city officials have pursued a laser-like focus on crime, ensuring its new up-and-coming neighbourhoods stay safe. Meanwhile, in sprawling low-income areas on the city's east and west sides, the police have been omnipresent. Sometimes their methods have bordered on draconian.
The success of the new Baltimore has never touched many parts of the city, most prominently the west side where this week's violence began. Take away the towering downtown, the waterfront and other affluent enclaves and Baltimore suddenly looks a lot like Ferguson - poor, harassed and angry.
In the 1980s and 1990s, Baltimore was haemorrhaging residents because of its high-crime rate, partly brought on by the city's massive heroin trade. David Simon, the creator of The Wire, worked then as a police reporter for The Baltimore Sun, making him an expert on the city's high-crime areas. Those experiences would later inform The Wire.
In the late 1990s, Martin O'Malley, the city's first white mayor after years of black leadership, adopted a get tough approach on crime. Mr O'Malley invested heavily in city police to turn around the fortunes of the once thriving city. He launched CitiStat, a statistics-based approach to crime fighting, sending police resources to exactly where the crime was.
His successors, Sheila Dixon and Stephanie Rawlings-Blake, both black women, maintained strong support for the police department.
For a time, the get-tough approach worked: the number of murders finally plunged below 200 in 2011.  It had been over 300 several times during the 1980s and 1990s.
When budget cuts were required, police were spared while other parts of the city like the parks and recreation department felt the axe. While other cities stressed community outreach and gentler methods, Baltimore stayed the course with tough policing techniques.
But in recent years, crime has been inching back despite more and more effort from the police department. The Baltimore Sun published a special report last year showing the city paid nearly $6m (Â£3.95m) in recent years to victims of police beatings. The Justice Department has launched an investigation into those claims.
The civic pride that courses through Baltimore's new affluent areas is absent in west Baltimore. What remains is suspicion, unemployment, poverty and frustration.
Late on Monday, on social media, young residents of the new Baltimore posted messages like ""this is not the city I fell in love with"".
And in a way they were right.
Tim Swift worked as an editor at The Baltimore Sun from 2001 to 2014. He is now a news editor for The BBC in Washington.","The recent riots and looting in Baltimore, Maryland, have brought to light the longstanding issue of police brutality and racial inequality in the city. Baltimore is a major city with black leadership, and the success of its affluent neighborhoods has been achieved through a laser-like focus on crime, with the police being omnipresent in low-income areas. However, this approach has not touched many parts of the city, particularly the west side, where this week's violence began. The get-tough approach on crime has been maintained by successive mayors, including Martin O'Malley and Stephanie Rawlings-Blake, but crime has been inching back despite more effort from the police department. The civic pride that courses through Baltimore's new affluent areas is absent in west Baltimore, where suspicion, unemployment, poverty, and frustration remain.</s>",mistral7b,XSUM,
365,"The Independent Monitoring Board (IMB) said about 170 men are on open-ended sentences at the jail near Devizes.
A lack of funding has led to the withdrawal of mandatory courses those prisoners are required to undertake in order to qualify for a parole hearing.
The IMB said the matter is causing ""a destabilising influence in the prison"".
Its report claimed the cost of keeping each prisoner who is over tariff at the Category C jail amounts to more than Â£20,500 per annum.
Inspectors advised the government to implement a ""finite action plan"" to address the needs of prisoners affected which must include funding of courses to ""reduce the wait times, and increase the number of parole boards"".
The report also recommended a national database to identify prisons which deliver interventions and match prisoners to appropriate courses.
However, the Ministry of Justice said those who remain in custody do so because the independent parole board ""has assessed them as posing an unacceptable risk to the public"".
The Criminal Justice Act 2003 introduced indeterminate sentencing for public protection for serious sexual and violent offenders.
The Prison Reform Trust said: ""A lack of resources means that prisoners are unable to prove their reduced risk and are waiting longer and longer for a parole decision, with no means of knowing when, or if, they will be released.
""To right this wrong would not only save over Â£40m a year but should also be done on grounds of simple humanity.""
Erlestoke Prison did not wish to comment on the report.
HMP Erlestoke houses about 500 men and specialises in rehabilitating long-term prisoners and preparing them for release.","170 men are on open-ended sentences at HMP Erlestoke, a Category C jail near Devizes. A lack of funding has led to the withdrawal of mandatory courses for prisoners, causing a destabilising influence in the prison. The cost of keeping each prisoner who is over tariff at the jail amounts to more than Â£20,500 per annum. The Independent Monitoring Board has recommended a finite action plan to address the needs of prisoners, including funding of courses to reduce wait times and increase the number of parole boards. However, the Ministry of Justice has stated that those who remain in custody do so because they pose an unacceptable risk to the public. The Criminal Justice Act 2003 introduced indeterminate sentencing for public protection for serious sexual and violent offenders. The Prison Reform Trust has stated that a lack of resources means that prisoners are unable to prove their reduced risk and are waiting longer for a parole decision.</s>",mistral7b,XSUM,
366,"Semenya, 25, was subject to gender testing after winning gold at the 2009 World Championships in Berlin.
She has the fastest time of the year with two runs of one minute 56.64 seconds.
Sharp, fourth in the Birmingham Diamond League, said: ""I can run faster but I can't control what other people do.""
Semenya was cleared to compete in 2010 after being sidelined for 11 months while she had tests.
She won silver at the 2011 World Championships and 2012 Olympics, but having claimed gold in 1:55.45 six years earlier, she failed to qualify for last August's world final, finishing last in her semi-final in 2:03.18.
New regulations requiring female athletes to take testosterone-lowering medication if their levels were above the legal mark were suspended for two years by the Court of Arbitration for Sport last July.
Sharp, 25, ran 1:59.29 at Sunday's race in Birmingham race, which was won in 1:56.92 by Francine Niyonsaba of Burundi.
Asked about the Olympics in August, she added: ""It's two races, so there's nothing I can do, there's nothing anyone else can do. It's out of our control.""","Caster Semenya, a South African athlete, won the gold medal in the 800m race at the 2009 World Championships in Berlin. However, she was subjected to gender testing after her victory. She has since won several medals, including silver at the 2011 World Championships and 2012 Olympics. However, she failed to qualify for the 2016 World Championships. New regulations requiring female athletes to take testosterone-lowering medication if their levels were above the legal mark were suspended for two years by the Court of Arbitration for Sport last July. Semenya ran 1:59.29 at a race in Birmingham on Sunday, which was won in 1:56.92 by Francine Niyonsaba of Burundi.</s>",mistral7b,XSUM,Semenya ran 1:59.29 at a race in Birmingham on Sunday<sep>which was won in 1:56.92 by Francine Niyonsaba of Burundi.
367,"Brian Wilson, who was a Labour minister in Tony Blair's government, was a columnist for the Skye-based publication.
He was sacked after defending a fellow columnist who wrote a piece about the spread of Islam in the UK.
The West Highland Free Press said they would no longer write for the paper.
Another columnist, broadcaster Maggie Cunningham, has said she will not write any more pieces for the newspaper.
In his last column on 22 May, Donald Macleod, a Free Church professor of theology, wrote: ""All minorities prefer to keep a low profile and avoid trouble.
""Generations of British Muslims have done exactly that, many have made an invaluable contribution to British society, and many are perfectly prepared to listen quietly while Christians 'witness' to them.
""But when minorities become majorities, things change... in the event of Islamic dominance in Britain our friendly Muslim shopkeepers will have little option but to march behind the radicals.""
'Immense contribution'
In response, Mr Wilson wrote in his column last week that Mr Macleod's piece was ""leading on to wider questions about Islamic influence within Europe, including implications for democracy and freedom"".
In a statement, the West Highland Free press said: ""We note there has been some speculation around Professor Donald Macleod and founding editor Brian Wilson no longer writing columns for the West Highland Free Press and confirm they will both be no longer writing for us.
""We thank both Brian Wilson and Professor Macleod for their immense contribution to the paper over many years.
""They have rightly earned their reputation as erudite, passionate and respected writers and their regular offerings in the West Highland Free Press will be missed by some readers. Further than this, we have no comment to make.""","Brian Wilson, a former Labour minister and columnist for the West Highland Free Press, was sacked after defending a fellow columnist who wrote about the spread of Islam in the UK. The paper's founding editor, Donald Macleod, also stopped writing for the paper. The paper thanked both men for their contributions and said they would be missed by some readers.</s>",mistral7b,XSUM,
368,"The Dow Jones finished down 46.90 points  or 0.27% to 17,170.21.
The S&P 500 index fell 11.76  or 0.58% to 2,019.01 while the Nasdaq dropped 40.85  or 0.84% to 4,840.12.
Strong earnings results from  General Motors helped carry its stock up 5.8% while Yahoo's disappointing earnings on Tuesday dragged its shares down 5.2%.
Boeing shares rose 1.6% after the aircraft maker reported a 25% increase in third-quarter profits.
Coca-Cola, which reported a 7% decrease in profits for the quarter compared with earnings in 2014, finished down 0.24%.
Ferrari had a strong market debut. In its first day of trading shares finished 8.5% higher at $55 per share.","The Dow Jones, S&P 500 and Nasdaq all finished down slightly while General Motors and Boeing reported strong earnings results. Yahoo and Coca-Cola had disappointing earnings. Ferrari had a successful market debut.</s>",mistral7b,XSUM,
369,"The event, which is open to amateurs and international champions, takes place on 22 August on Windermere.
Competitors must make a stone skip on the surface of the water at least three times, with the winner making the longest throw.
Entry costs £3 for adults, £1 for a child and £10 for a team of up to four people.
Competitors get three stones, from a selection provided by the organisers, and skims must stay within lanes laid out in the water.
Check out our top tips for stone skimming!","The Stone Skimming event is open to all and takes place on Windermere on August 22nd. Participants must make a stone skip on the water at least three times, with the longest throw winning. Entry costs £3 for adults, £1 for children, and £10 for teams of up to four. Competitors receive three stones from the organisers and must stay within the lanes laid out in the water. For tips on stone skimming, check out the document.</s>",mistral7b,XSUM,
370,"Andrejs Trofimovs was driving uninsured on the wrong side of the road when his Audi car crashed into Allan Joiner's Ford Fiesta.
Mr Joiner, 44, suffered fatal head injuries in the collision on the C484 road between St Madoes and Errol in November 2014.
Trofimovs admitted careless driving.
The 37-year-old was originally charged with causing death by dangerous driving.
Prosecutors accepted his guilty plea to an alternative charge of causing Mr Joiner's death by careless driving.
Trofimovs, of Mains of Errol Farm, Errol, also admitted driving without insurance.
The High Court in Edinburgh was told that Trofimovs had been socialising at a caravan at the farm and was asked to drop others off as he had not been drinking.
Collision investigators placed the Audi on the wrong side of the road, which has no markings dividing the carriageways, after carrying out an examination at the crash site.
Advocate depute Alison Di Rollo said: ""The collision was catastrophic, causing significant and extensive damage to both vehicles, injury to himself and his passenger, and the tragic and untimely death of Mr Joiner - a much loved father and family member.""
""The accused is a Latvian national. In Latvia vehicles are driven on the right hand side of the road.
""This was the first time he had driven in the UK.""
When Trofimovs was interviewed by police he admitted he was the driver and stated it was his first time driving in this country, adding: ""It looked like he was on our side.""
Defence counsel Ronnie Renucci said: ""This is a truly tragic case.""
He said a background report would be required before Trofimovs, who is a first time offender, can be sentenced.
Judge Lady Wolffe deferred sentence until next month and continued Trofimovs bail, banning from holding a licence in the meantime.","Andrejs Trofimovs, a 37-year-old Latvian national, pleaded guilty to causing the death of Allan Joiner, 44, by careless driving while uninsured and driving on the wrong side of the road. The collision occurred on the C484 road between St Madoes and Errol in November 2014. Trofimovs was socializing at a caravan at Errol Farm when he was asked to drop others off. The Audi he was driving was placed on the wrong side of the road after the collision investigation. Trofimovs is a first-time offender and a background report is required before sentencing.</s>",mistral7b,XSUM,
371,"The Men's Advisory Project said it supported 536 clients in 2015 compared to 294 in 2013.
But while victims often suffer similar hardship, it said the services available for men in Northern Ireland are less extensive than for women.
One man who knows how difficult it can be to get help is Paul.
Paul, whose name has been changed to protect his identity, walked away from his 25-year marriage after suffering physical, emotional and psychological abuse.
""My wife and I had only been together two years when the trouble started,"" he told the BBC.
""She fell pregnant and made it clear that if we didn't get married and move in together I wouldn't see my child.
""She would say things to me like: 'You don't want to be one of those men who have no relationship with their children.'
""Then the kicking, slapping and shoving started, and it escalated from there until she had worn me down to believe I deserved everything I got.""
Paul's wife repeatedly attacked him and he said she would do everything she could to make him feel ""sub-human"".
He said: ""I had to keep my clothes, which were torn and dirty, in the car or the shed because I wasn't allowed to keep them in the house with her things.
""I also wasn't allowed to have the heating on, if I was the only person in the house.
""My relationship with my children was seriously affected as they were told time and again that everything was my fault, they were even left 'in charge' of me if my wife went out of the house.""
As well as the violence, which included Paul's wife trying to strangle him with an extension cord, there was financial abuse.
He said: ""Everything I had was tied up in bills - the mortgage, the electricity and the heating all came out of my wage so that I had nothing left to spend myself.""
But Paul, who is now 50, said the worst part of the abuse was being afraid to go home.
After decades of suffering in silence, he finally decided to leave, but said he had nowhere to turn.
Unaware that he was a victim of domestic violence, he had not contacted the police about his wife.
""I lived in my car for a while because I had no money of my own and couldn't access housing because I had a full-time job,"" he said.
""No one understood that my wife was still controlling me.""
Finally, Paul was able to access the services provided by the Men's Advisory Project, which receives funding from the Department of Health, after his sister heard about the organisation.
But even after Paul realised he had been a victim, he said there was little help available to him.
""There are no beds in Northern Ireland or the Republic of Ireland for male victims of domestic abuse,""  he said.
""The message from the police is that anybody can be a victim, but I believe that not everyone can get the help they need.""
The most recent figures from the Police Service of Northern Ireland (PSNI) show that 3,104 men were victims of domestic violence between August 2014 and 2015.
James Knox, the project manager at the Men's Advisory Project, said: ""While the PSNI's gender-neutral poster campaign is a step in the right direction, there is more that could be done.
""If there was more help available for male victims of domestic abuse it would save lives.""","The Men's Advisory Project in Northern Ireland helped 536 clients in 2015, an increase from 294 in 2013. However, the services available for men are less extensive than for women. Paul, a man who experienced domestic abuse, walked away from his 25-year marriage after suffering physical, emotional, and psychological abuse. He was afraid to go home and had nowhere to turn. After accessing the services of the Men's Advisory Project, he realized he had been a victim of domestic violence. There are no beds in Northern Ireland or the Republic of Ireland for male victims of domestic abuse, and James Knox, the project manager at the Men's Advisory Project, believes that more help is needed to save lives.</s>",mistral7b,XSUM,
372,"Mexico's state oil company, Pemex, said the fire broke out at around lunchtime at its gas facility outside the city of Reynosa, near the border with the United States.
Pemex said 26 workers had died, 22 contractors and four company employees.
The cause of the blaze has not been established, but the company says the fire has now been extinguished.
The plant is located by a road linking the cities of Reynosa and Monterrey.
After the explosion, which occurred around 11:00 (16:00 GMT), the road was closed for hours as ambulances and firefighters rushed to the facility to try to control the situation and rescue the wounded.
Mexican troops have also been called in to help.
A similar accident occurred last week at a nearby plant owned by Pemex, injuring four workers.
Another Pemex gas plant in Tamaulipas state was hit by a fire on 13 August, but the company said no one was injured.
Correspondents say illegal tapping at pipelines in northern Mexico, usually carried out by criminal gangs, is the cause of many accidents at Pemex facilities.","26 people, including 22 contractors and 4 company employees, have died in a fire at a Pemex gas facility in Reynosa, Mexico. The cause of the blaze is not yet known, but the fire has been extinguished. The plant is located on a road linking Reynosa and Monterrey. The fire occurred around 11:00 (16:00 GMT) and Mexican troops were called in to help. A similar accident occurred last week at a nearby plant owned by Pemex, injuring 4 workers. Another Pemex gas plant in Tamaulipas state was hit by a fire on 13 August, but no one was injured. Correspondents say illegal tapping at pipelines in northern Mexico is the cause of many accidents at Pemex facilities.</s>",mistral7b,XSUM,
373,"Media playback is not supported on this device
The world number eight overcame a testing start to beat Wales' Matthew Stevens, the 2003 winner, 6-2.
England's O'Sullivan had lost only one frame in his three previous wins at this year's tournament.
""There are a lot of players I watch out there and they can't play,"" he said.
""That's no disrespect, they just can't play. They are never going to be good enough.
""With too many 128 events, I always think that is quantity over quality. We have a lot of quantity, but very few quality events.""
Sixteen of the 19 ranking tournaments involve 128 players, with three further high-profile invitational events involving just the top players.
Earlier in the week O'Sullivan said snooker was becoming a ""nothing type sport"" and compared it to a ""car-boot sale"", while other sports like golf and Formula 1 were more akin to ""shopping in Harrods"".
Media playback is not supported on this device
""When you are trying to cater for 128 it is maybe holding back the sport when it could maybe do better if they thought about more tournaments for the top 32 or top 16,"" he added.
""Big promoters would generally not want to be messing around with too many people who don't pull in the crowds or the viewing figures.
""There should be more for the top players. Top players should be rewarded, have more classy events to play in and should be treated differently.
""You need to look after your top players. It's like the tail wagging the dog in a way.""
O'Sullivan, who faces either fellow Englishman Liam Highfield or Stevens' countryman Mark Williams in Friday's quarter-finals, scored a rapid century to open his last-16 victory on Wednesday.
And although Stevens responded with a 74, the 'Rocket' stole a crucial third frame and scored three more 50s to win through.
World number six Shaun Murphy beat China's Zhou Yuelong 6-2, hitting one ton and three half centuries to win the last four frames.
World champion Mark Selby and Hong Kong's Marco Fu both progressed without much trouble in the evening session.
Selby, the 2012 champion, lost the first frame but thrashed China's Zhang Anda 6-1, while world number 15 Fu thumped 21-year-old English outsider Oliver Lines 6-0.
Sign up to My Sport to follow snooker news and reports on the BBC app.","Ronnie O'Sullivan has criticized the quantity of snooker tournaments involving 128 players, saying there should be more for the top players. He made the comments after beating Wales' Matthew Stevens 6-2 in the last 16 of the World Championship. O'Sullivan scored a rapid century and three more 50s to win the match. World number six Shaun Murphy also progressed to the quarter-finals, while world champion Mark Selby and Hong Kong's Marco Fu also won their matches.</s>",mistral7b,XSUM,
374,"Aspens grow in cool regions of the northern hemisphere and in the UK the trees are mostly found in north west Scotland.
Findhorn-based Trees for Life hopes to have created its own source of seeds by encouraging branches to flower under controlled conditions.
In trials, the charity has stimulated aspen branches to flower at its Dundreggan estate near Glenmoriston.
Trees for Life has been running experiments pollinating the trees by hand for two years.
The charity said the trees were at risk because they rarely flower, and collecting seeds from aspen in the wild for propagation is ""almost impossible"".
It said that aspens that do flower in the Highlands were often in remote or inaccessible locations, making them hard to reach for collecting seeds - if any should be available in the first place.
Unlike most trees, where male and female flowers occur on the same tree, aspens are either male or female.
Aspens flower in March and April, before the leaves appear, with both male and female trees producing catkins.
Pollinated female catkins ripen in early summer and release tiny seeds.
Under carefully controlled conditions, Trees for Life said it had successfully hand-pollinated female aspen catkins with pollen collected from male trees.
It said the catkins will ripen in a few weeks' time to produce seeds, which will be sown in the Dundreggan Tree Nursery to produce a new generation of young aspen trees.
Doug Gilbert, Dundreggan operations manager at Trees for Life, said encouraging the branches to flower in the trials was a ""major breakthrough"" for the charity.
He added: ""Having a seed supply to grow a new generation of aspen will help us transform the fortunes of a beautiful tree that provides a habitat for a wide range of organisms including mosses, lichens and invertebrates - many of which are rare and endangered in Scotland.""","Trees for Life, a charity based in Findhorn, Scotland, has successfully hand-pollinated female aspen catkins at its Dundreggan estate near Glenmoriston to produce seeds. The charity has been running experiments to encourage aspen branches to flower under controlled conditions for two years. Aspens are either male or female and flower in March and April, producing catkins that ripen in early summer and release tiny seeds. Having a seed supply will help the charity transform the fortunes of the aspen tree, which provides a habitat for a wide range of organisms including rare and endangered species in Scotland.</s>",mistral7b,XSUM,
375,"European champion Toulson won mixed 10m synchronised silver on Saturday before finishing seventh with Tonia Couch in the women's 10m synchronised event.
But the 17-year-old could only finish 23rd in the individual. Team-mate Robyn Birch reached the semi-finals in 16th.
Birch later finished 13th in the team event alongside Dan Goodfellow.
France took gold in the team event, ahead of Mexico and the United States.
The team competition sees pairs complete three separate routines each, with one athlete performing two dives from 3m and one from 10m, with the other athlete performing the reverse.
Find out how to get into diving with our special guide.
Goodfellow - who won Olympic bronze alongside Tom Daley at Rio 2016, but was fourth in the synchronised 10m final on Monday - admitted fatigue impacted their performance.
""I'm not going to lie, it has been tough,"" he told BBC Sport.
""I was so keen to get back into training after the Olympic success that I rushed things after my injury and that's set me back - I've learned a lot for next season.""
Britain were the defending champions in the team event with Daley and Rebecca Gallantree claiming the title at Kazan 2015 in Russia.
Birch was delighted at achieving her individual ambition of reaching the world 10m platform semi-final in her major championship debut for Britain.
""I started the season with a back problem and didn't even think I'd make the British team,"" she told BBC Sport.
""To come here and reach the semi-final and sample this environment has been a great learning experience.""
Wednesday's action will see the return of Olympic synchronised 3m springboard champion Jack Laugher for the individual 3m event.
The Leeds-based diver claimed silver in the event at Rio 2016 and will be aiming to progress through the preliminaries and semi-finals on Wednesday before an attempt at a world medal in the final on Thursday.
Diving and swimming commentator Bob Ballard:
It's not to everyone's taste, and has yet to be added to the Tokyo 2020 programme, but the current crop of divers seem to like the team synchro incorporating dives off the springboard and platform.
Great Britain won the inaugural competition in Kazan two years ago through Tom Daley and Rebecca Gallantree, but Robyn Birch, who had already had 10 dives off the platform today, looked a little weary and Dan Goodfellow wasn't able to execute his bread-and-butter dive: the forward four and a half somersaults.
That pairing will probably change by the next World Championships in 2019.","British diver Toulson won silver in the mixed 10m synchronised event at the World Championships in Montreal, but finished 23rd in the individual event. Team-mate Robyn Birch reached the semi-finals in the women's 10m synchronised event and later finished 13th in the team event alongside Dan Goodfellow. France won gold in the team event. Britain was the defending champions in the team event, but Goodfellow admitted fatigue impacted their performance. Birch was delighted at achieving her individual ambition of reaching the world 10m platform semi-final in her major championship debut for Britain. Diving and swimming commentator Bob Ballard noted that the current crop of divers seem to like the team synchro incorporating dives off the springboard and platform, and that the pairing of Birch and Goodfellow may change by the next World Championships in 2019.</s>",mistral7b,XSUM,the women's 10m synchronised event<sep>at the World Championships in Montreal
376,"The Staffordshire Regiment was formed in the King's Head in Lichfield in 1705.
When they heard the landlord was retiring and it may be turned into a bed and breakfast, veterans and well-wishers raised almost Â£65,000 to take over a 10-year lease.
A procession marked the opening of the pub, in Bird Street, on Saturday.
Veteran Geoff Pearce said: ""Someone that lives locally saw the building advertised for sale - the outgoing landlord was retiring and, rumour had it, it was going to be turned into a bed and breakfast.
""I had a phonecall off one of my colleagues asking 'how do think about us buying the lease? I thought he'd lost the plot.
""The more I spoke to him the more he convinced me it could be a goer.
""It took two weeks for over 350 of the ex-members and the families to pledge Â£65,000. That's how much it meant to the veterans and the residents.""
Steve Knight, a former corporal, said it was an ""honour"" to be the landlord.
Built in 1408, the pub is the oldest in the city. Colonel Luke Lillingston raised a regiment of volunteers in the pub on 25 March 1705.
In 1782 it was given the title of the 1st Staffordshire Regiment.
It has been used a meeting place for soldiers and veterans ever since.","The Staffordshire Regiment was formed in 1705 in the King's Head in Lichfield. The pub, built in 1408, has been used as a meeting place for soldiers and veterans ever since. When the landlord was retiring and the pub may have been turned into a bed and breakfast, veterans and well-wishers raised almost £65,000 to take over a 10-year lease. The procession marked the opening of the pub on Saturday, and it is now an ""honour"" for Steve Knight, a former corporal, to be the landlord.</s>",mistral7b,XSUM,
