,document,summary,model,origin,nonfactual_spans
23,"Earlier this summer, I made a trip back to Benghazi, Libya's second city, ahead of the country's first post-Gaddafi nationwide elections.
There had been a spike of pre-election violence, especially in the east, and many Libyans were accusing a shadowy fundamentalist group that had emerged in the city that spawned the uprising against Col Muammar Gaddafi.
There had been an attack against a vehicle convoy carrying the British ambassador. There was a similar incident involving the UN's envoy to the country and even the Benghazi base of the International Committee of the Red Cross came under fire.
Most strikingly, video had emerged on the internet of a small group of young men desecrating and destroying Allied war graves in Benghazi's two Commonwealth war cemeteries.
Less high-profile incidents had also taken place across the city - among them, a drive-by shooting at a western-style hairdressing salon and anti-democracy protests in the main square.
We tracked down and arranged a meeting with Ansar al-Sharia members in a run-down area of central Benghazi, just off a small park where other men passed the day drinking coffee.
Unfortunately the group had made it clear they were not willing to be interviewed on tape, nor would they speak to female members of our team.
I met about four men in a sparsely furnished room on the fourth floor of a tower block. One middle-aged man, who called himself ""the Sheikh"", did most of the talking while four much younger men sat and listened.
While they seemed to care little for explaining their philosophy or methods to western journalists, they did not deny involvement in anti-democratic stunts.
As for the attacks on Western targets, they said they did not know who the perpetrators were, but alleged that ""Western intelligence agencies"" based in Libya were to blame because they wanted to undermine Sharia, Islamic law.
Did Ansar al-Sharia carry out Libya attack?
In a written statement, the group also told us why they rejected the electoral process then taking place across the country - even though Col Gaddafi, who had like many other Middle Eastern dictators suppressed the activities of Islamist groups, was dead and they were again free to organise.
""Democracy is a human condition where laws are made by people,"" said a brief statement from the Ansar al-Sharia group, on headed notepaper that contained the twin symbols of the Koran and a Kalashnikov rifle.
It went on: ""Only God has the authority to make law and that is why Islam and Sharia are incompatible with democracy.""
I never got the impression from my time in Benghazi or elsewhere in Libya that Ansar al-Sharia, and other extreme Islamist organisations, were large in number or particularly well supported.
Indeed, they were pretty much routed in the elections that returned a moderate Muslim Congress.
But as the terrible events of this week showed in Benghazi, with so many weapons at large in Libya and so much anger to tap into, even small organisations like Ansar al-Sharia could yet undermine the new, democratic Libya and its relationship with its Western supporters.","The article describes the author's trip to Benghazi, Libya ahead of the country's first post-Gaddafi nationwide elections. The author reports on the increase in pre-election violence, especially in the east, and the accusations against a shadowy fundamentalist group that had emerged in the city. The article mentions several incidents that took place in Benghazi, including attacks on Western targets and the desecration of Allied war graves. The author meets with members of Ansar al-Sharia, a fundamentalist group, but they are not willing to be interviewed on tape or speak to female members of the team. The group denies involvement in anti-democratic stunts but alleges that Western intelligence agencies based in Libya are to blame for the attacks on Western targets. The article concludes that even small organizations like Ansar al-Sharia could undermine the new, democratic Libya and its relationship with its Western supporters.</s>",mistral7b,XSUM,
24,"Neath Port Talbot council said the building on Cyfyng Road, Ystalyfera, was unoccupied and in a ""ruinous state"".
People living in 10 houses on the road were ordered to leave last week over fears a landslip could cause the properties to collapse.
But many residents have said they are scared and ""in the dark"" about the future of their homes.
The council said eight of the 10 affected properties have been vacated, with families either moving or having moved into alternative accommodation.
But one tenant is said to be appealing a notice served on their home.
The local authority said ""no family will be left in B&B or other emergency accommodation.""
Thousands of tonnes of rock, soil and trees first slipped down the hillside behind the houses in 2012, with a further two landslides this year, causing some gardens to drop away.
The council defended its decision to evacuate families, saying it had ""a duty to protect residents against the risk of imminent harm"".
""If there was a simple solution to dealing with landslips it would have been found long ago,"" the council said.
""It is important to note that the landslip area is largely in private ownership, but the council's main priority throughout has been and continues to be the safety and wellbeing of the affected residents.""
A public meeting is set to be held to update the community on the current situation.","Neath Port Talbot council has evacuated 10 families from their homes on Cyfyng Road, Ystalyfera, due to fears of a landslip. The building on the road is in a ""ruinous state"". Eight of the 10 affected properties have been vacated, with one tenant appealing a notice served on their home. The council defended its decision to evacuate families, saying it had a duty to protect residents against the risk of imminent harm. A public meeting is set to be held to update the community on the current situation.</s>",mistral7b,XSUM,
25,"Media playback is not supported on this device
Northern Ireland shaded much of the game and largely snuffed out Wales' attacking threat, but they also lacked a cutting edge in attack.
Wales only managed one shot on target and the game was settled by the one moment of real quality at Parc des Princes.
Northern Ireland's resistance was finally broken when centre-back McAuley turned Gareth Bale's low, whipped cross into his own net.
It means Wales - in their first major tournament finals since the 1958 World Cup - will face Belgium or Hungary in the last eight in Lille on Friday.
Chris Coleman's side were blunted by their dogged opponents, but the scrappy nature of victory and the winning goal will matter little to their jubilant fans.
For Northern Ireland, the manner of defeat was galling, particularly for the 63-cap McAuley, who had scored in the 2-0 group win against Ukraine, which had helped his country reach the round of 16.
Both sides were playing a first match in the knockout stages of a major tournament since 1958, when they reached the World Cup quarter-finals.
Parc des Princes was awash with green and red as fans mingled and revelled in the enormity of the occasion - but the match failed to ignite during a cagey first half.
Northern Ireland's intention to frustrate their opponents was clear, depriving Wales of space with a careful pressing game held together by rigid positional discipline.
They also posed a counter-attacking threat, with one early break leading to a chance for Stuart Dallas, whose shot was saved by Wayne Hennessey.
Having beaten Russia so impressively in their final group game, Wales seemed neutered by Northern Ireland's containing strategy.
Coleman's men had struggled for goals during qualifying - scoring 11 in 10 matches - and this match demonstrated their occasional shortcomings against well-organised defences.
Bale saw one of his trademark dipping free-kicks saved by Michael McGovern but the Real Madrid forward's threat in open play was subdued.
That was until the 75th minute, when he unleashed a fizzing ball across the six-yard box and the sliding McAuley deflected the ball into the net.
This was the first match of the competition in which Bale failed to score, but his major contribution to Wales' winner was yet another example of the 26-year-old's ability to rise to the biggest occasions.
Tempers boiled over as Northern Ireland chased a late equaliser, with manager Michael O'Neill furiously animated on the touchline as he accused Wales of time-wasting.
Ashley Williams and Jonny Williams both received treatment on the pitch after colliding into each other, with the former holding his arm afterwards in a way which he suggested he may have broken or fractured part of it.
There was a heated exchange between O'Neill and Williams, with the Northern Ireland boss later claiming Wales coaches on the bench had told their captain to sit on the pitch to waste time.
The Swansea City centre-back stayed on the field until the final whistle but, with his arm in a sling afterwards, he could be a doubt for Wales' quarter-final on Friday.
Wales manager Chris Coleman on BBC One: ""The good thing about these boys when we're not playing well is that they have spirit. And at times we were hanging on.
Media playback is not supported on this device
""I'd rather be standing here in the quarter-final not playing at our best. We have to give credit to Northern Ireland - they made it very difficult to play against. They were the better team.
""We have to plan for the next game whoever it is. We'll enjoy this tonight.""
Northern Ireland manager Michael O'Neill on BBC One: ""It's devastating. We were the better team on the day.
Media playback is not supported on this device
""I couldn't ask anything more of the players throughout the tournament.
""Gareth McAuley knows he has to make one of those decisions on the cross - he had to judge whether there was someone behind him or not.""
Wales will wait to see who wins Sunday's last-16 tie between Hungary and Belgium before facing the victor in Lille on Friday. Northern Ireland head home after a memorable tournament, which included a victory over Ukraine in the group stage.
Match ends, Wales 1, Northern Ireland 0.
Second Half ends, Wales 1, Northern Ireland 0.
Corner,  Northern Ireland. Conceded by Hal Robson-Kanu.
Aaron Ramsey (Wales) is shown the yellow card.
Foul by Aaron Ramsey (Wales).
Steven Davis (Northern Ireland) wins a free kick on the right wing.
Neil Taylor (Wales) wins a free kick in the defensive half.
Foul by Josh Magennis (Northern Ireland).
Hal Robson-Kanu (Wales) wins a free kick in the attacking half.
Foul by Corry Evans (Northern Ireland).
Offside, Wales. Chris Gunter tries a through ball, but Aaron Ramsey is caught offside.
Gareth Bale (Wales) wins a free kick on the right wing.
Foul by Craig Cathcart (Northern Ireland).
Aaron Ramsey (Wales) wins a free kick in the defensive half.
Foul by Kyle Lafferty (Northern Ireland).
Delay over. They are ready to continue.
Substitution, Northern Ireland. Josh Magennis replaces Gareth McAuley.
Delay in match Jonathan Williams (Wales) because of an injury.
Chris Gunter (Wales) wins a free kick in the defensive half.
Foul by Jonny Evans (Northern Ireland).
Foul by Neil Taylor (Wales).
Kyle Lafferty (Northern Ireland) wins a free kick on the right wing.
Substitution, Northern Ireland. Niall McGinn replaces Oliver Norwood.
Own Goal by Gareth McAuley, Northern Ireland.  Wales 1, Northern Ireland 0.
Attempt blocked. Aaron Ramsey (Wales) right footed shot from outside the box is blocked.
Substitution, Northern Ireland. Conor Washington replaces Jamie Ward.
Steven Davis (Northern Ireland) is shown the yellow card for a bad foul.
Gareth Bale (Wales) wins a free kick on the left wing.
Foul by Steven Davis (Northern Ireland).
Substitution, Wales. Jonathan Williams replaces Joe Ledley.
Attempt blocked. Aaron Ramsey (Wales) right footed shot from outside the box is blocked.
Corner,  Northern Ireland. Conceded by Chris Gunter.
Corner,  Northern Ireland. Conceded by Ben Davies.
Neil Taylor (Wales) is shown the yellow card for a bad foul.
Foul by Neil Taylor (Wales).
Jamie Ward (Northern Ireland) wins a free kick in the attacking half.
Attempt saved. Gareth Bale (Wales) left footed shot from outside the box is saved in the bottom right corner.
Gareth Bale (Wales) wins a free kick in the attacking half.
Foul by Oliver Norwood (Northern Ireland).
Attempt saved. Oliver Norwood (Northern Ireland) right footed shot from outside the box is saved in the bottom left corner. Assisted by Stuart Dallas.","1-0.

Summary: Wales has just won a hard-fought match against Northern Ireland in the knockout stages of the Euro 2016 tournament. The match was played at Parc des Princes in Paris and was the first match of the competition in which Gareth Bale failed to score. Northern Ireland's defence was well-organised and they managed to frustrate Wales' attacks, but Wales eventually scored a winning goal in the 75th minute. The match was marked by a heated exchange between Northern Ireland manager Michael O'Neill and Wales captain Ashley Williams, with O'Neill accusing Williams of time-wasting.</s>",mistral7b,XSUM,
26,"Administrative Law Judge Geoffrey Carter found the workers had suffered discrimination.
In a statement, Walmart said it felt the ""actions were legal and justified"" and that it would pursue other options to defend the company.
A group supporting the employees called the decision a ""huge victory"".
Most of the allegations filed by employees related to protests in 2013, when Walmart workers - backed by labour groups - travelled to the company's headquarters to protest at a shareholder meeting.
Walmart had said the employees were fired due to unexcused absences not protected by labour law.
The judge disagreed and ordered Walmart to compensate the workers for ""loss of earnings and other benefits suffered as a result of the discrimination against them"".
He also ordered Wal-Mart to hold a meeting in 29 stores throughout the country to inform employees of their right to strike, and to promise not to threaten or discipline employees for doing so.
Walmart has faced mounting protests over the last several years targeting its employee pay, the ability of workers to organise into a union and working conditions.
The company announced on Wednesday that it will raise the pay of 1.2 million workers, lifting its average hourly wage to $13.38 (Â£9.36) per hour.","Administrative Law Judge Geoffrey Carter has ruled that Walmart workers who were fired for protesting at a shareholder meeting in 2013 had suffered discrimination. The judge ordered Walmart to compensate the workers for their losses and hold meetings to inform employees of their right to strike. Walmart has faced protests over the last several years regarding employee pay, unionisation and working conditions. The company has announced it will raise the pay of 1.2 million workers, lifting its average hourly wage to $13.38 per hour.</s>",mistral7b,XSUM,
27,"Mr Woolfe was taken to hospital on Thursday after an altercation at the European Parliament in Strasbourg following a meeting of UKIP members.
Fellow UKIP MEP Mike Hookem has tweeted a photo of his ""unbruised"" hands, saying he did not punch Mr Woolfe.
The fracas is being investigated both by the party and the parliament.
Conservative MEP Sajjad Karim will lead the parliamentary probe.
Mr Woolfe collapsed after his exchange with Mr Hookem and was taken to hospital.
He had a precautionary scan which revealed there was no blood clot on his brain. He remains under observation in hospital ""as a precaution"".
The 49-year-old is among the favourites to be the party's next leader following the resignation of Diane James just 18 days after she was elected to the role.
Mr Woolfe's spokesman said on Saturday: ""A team of experts independent of the hospital staff were called in to examine physical injuries to Steven's face, head and body that were inconsistent with just a seizure, or a fall as a result of a seizure.
""The team of experts also examined other pieces of evidence including clothing and images relating to those injuries.
""Their report will shine a different light on claims currently being made in the media.""
Analysis: Where did it all go wrong for UKIP?
In response, Mr Hookem released the photo of his hands, asking: ""Can you see any bruising or abrasions?""
In an interview with BBC Radio Humberside on Friday, Mr Hookem acknowledged the pair had had a ""scuffle"".
But, he added: ""I am innocent. I never threw a punch. I never assaulted him. I will stand my corner.""
There have been varying descriptions of what happened and Mr Hookem has said only that he and Mr Woolfe knew precisely what went on.
Mr Woolfe objected to remarks which he made, he said. ""He then stood up in front of everybody and said 'if it's that, let's take it outside of the room', I think his words were 'mano a mano'.""
""When I walked in he approached me to attack me. He came at me, I defended myself.
""There were no punches thrown, there was no face slapping, there were no digs, there was nothing.""
""It's (what) people in Hull would term 'handbags at dawn'. A bit of a scuffle.""
Mr Woolfe has not spoken in public about the episode, but the Daily Mail quoted him as saying Mr Hookem ""came at me and landed a blow"" after they left the meeting room.
Another UKIP MEP, Nathan Gill, said there had been no police involvement and Mr Woolfe did not want any police involvement.
The row comes amid division in the party over its future direction following the vote for Brexit.
The party is split between those loyal to interim leader Nigel Farage and former Conservatives who support broader policies.
MEPs are said to be angered by reports Mr Woolfe had considered defecting to the Tories.","49-year-old UKIP MEP Steven Woolfe was taken to hospital after an altercation with fellow UKIP MEP Mike Hookem at the European Parliament in Strasbourg. The incident is being investigated by both the party and the parliament. Woolfe's spokesman said that a team of independent experts examined physical injuries to Woolfe's face, head, and body that were inconsistent with a seizure or a fall as a result of a seizure. Hookem has denied punching Woolfe and released a photo of his ""unbruised"" hands. The row comes amid division in the party over its future direction following the vote for Brexit.</s>",mistral7b,XSUM,
28,"Andrew Mitchell had earlier apologised to police for failing to show officers ""respect"" after being prevented from cycling through the main gate last week - but he denies using the word ""pleb"".
The BBC has been told he swore in frustration at the situation.
Communities Secretary Eric Pickles said Mr Mitchell should not lose his job over the use of ""inappropriate words"".
Cabinet minister Ken Clarke has also defended Mr Mitchell, who he said was a reasonable and courteous man.
The row broke out on Wednesday after Mr Mitchell was told by officers to get off his bicycle as he left Downing Street and go through the smaller pedestrian gate.
Soon afterwards, the MP for Sutton Coldfield said he did not accept ""that I used any of the words that have been reported"" - but did not go into specific details.
Meanwhile, a friend of Mr Mitchell, quoted by the Sunday Telegraph, says the minister was frustrated by the row, and admits he ""lost it a bit"" but was ""not accusing anyone of lying"".
The friend added: ""He realises there may be differing versions of what was said but he is adamant he did not use the words he is reported to have used.""
Speaking on the BBC's Sunday Politics programme, Mr Pickles said he believed his cabinet colleague used ""ungentlemanly"" and ""ungallant"" language.
Who says 'pleb' nowadays?
But he added: ""I don't believe somebody should lose public office merely because they used inappropriate words and displayed a bad temper.""
The communities secretary refused to say whether Mr Mitchell should resign if he used the word ""pleb"", but said ""he has never used it in my presence, but I'm proud to be a pleb"".
On Saturday, Mr Clarke, a minister without portfolio in the cabinet, said: ""I have known Andrew for a long time and he is a perfectly reasonable, courteous man with the same high regard for the police services as anyone else.
""He obviously had a flare of bad temper on this occasion and has rightly apologised. I do think this should be allowed to set the matter at rest.""
Yvette Cooper, shadow home secretary, has called for the government to release in full what Mr Mitchell said to the police officers and for an investigation into the incident.
In a letter to Cabinet Secretary Sir Jeremy Heywood, Ms Cooper wrote that Mr Mitchell's behaviour was ""completely unacceptable"" and that ""a half-hearted private apology is clearly insufficient"".
""Everyone is already deeply concerned that a senior cabinet minister is reported as dismissing police officers doing an important security job as 'plebs',"" she wrote.
""It is really important that the prime minister does not compound this by dismissing the testimony of police officers and the evidence from their notebooks without proper investigation.""
The Liberal Democrat president, Tim Farron, described Mr Mitchell's alleged outburst as ""utterly, indeed beyond, unacceptable"".
His party leader, Nick Clegg, told the BBC's Andrew Marr programme it was right for Mr Mitchell to apologise, but argued it was time to ""draw a line under it"" unless more information emerged about the incident.
""I think civility and being courteous to the police is important at all times, but it is especially important given the tragic events around the killing of PCs Fiona Bone and Nicola Hughes.
""What Andrew Mitchell did was wrong, very wrong.  He knows that and has apologised to the police and explained himself,"" Mr Clegg said.
The row broke out after reports of the encounter emerged in the Sun on Thursday.","Andrew Mitchell, the Communities Secretary, has apologised to police for failing to show officers ""respect"" after being prevented from cycling through the main gate last week. However, he denies using the word ""pleb"". The row broke out on Wednesday after he was told by officers to get off his bicycle as he left Downing Street and go through the smaller pedestrian gate. The MP for Sutton Coldfield said he did not accept ""that I used any of the words that have been reported"" - but did not go into specific details. The communities secretary, Eric Pickles, said Mr Mitchell used ""ungentlemanly"" and ""ungallant"" language, but refused to say whether he should resign if he used the word ""pleb"". The shadow home secretary, Yvette Cooper, has called for the government to release in full what Mr Mitchell said to the police officers and for an investigation into the incident.</s>",mistral7b,XSUM,
29,"Rebecca Shaw, 32, from Huddersfield, was on her way to swim with elephants when the crash happened in Phuket in December 2015.
Her friend, Julie Robinson, escaped with minor injuries.
Bradford Coroner's Court heard the exact details of the crash were unclear due to conflicting witness accounts.
Coroner Martin Fleming said the driver of the Toyota pick-up truck, Natthaphon Klomkhan, told police he was driving at approximately 60kph (37.5mph) when the moped drove from a side road, across a four-lane carriageway, and directly in front of his vehicle.
Mr Klomkhan said he braked, sounded his horn and flashed his lights but was unable to avoid hitting the bike.
Ms Robinson, who did not attend the inquest, said she checked before driving across the road, and claimed the truck was being driven at excessive speeds, and had failed to take evasive action.
In an email sent by Ms Robinson to the coroner in July, she said: ""He just drove straight into the back of the scooter, sending both of us flying through the air at some height.""
Describing the aftermath of the crash, Ms Robinson described blood pouring out of her friend's mouth when her head hit a metal barrier.
She was twice resuscitated at the scene but died later in hospital, the inquest heard.
Mr Fleming said photographs of the scene showed Ms Robinson's view would have been obscured and that crossing the carriageway would have left little margin for error.
He said it was unclear whether the truck driver was going too fast.
The inquest also heard police in Thailand had considered charging Ms Robinson in connection with the incident.
The coroner ruled Ms Shaw, who was wearing a helmet, died as a result of head injuries sustained in a road traffic collision.
She played for the England national team 10 times and was described by her family as a ""real-life angel"".","Rebecca Shaw, 32, from Huddersfield, died in a road traffic collision in Phuket in December 2015 while on her way to swim with elephants. The exact details of the crash were unclear due to conflicting witness accounts. The driver of the Toyota pick-up truck, Natthaphon Klomkhan, told police he was driving at approximately 60kph (37.5mph) when the moped drove from a side road, across a four-lane carriageway, and directly in front of his vehicle. Rebecca Shaw's friend, Julie Robinson, escaped with minor injuries. The inquest heard that the coroner ruled Rebecca Shaw died as a result of head injuries sustained in a road traffic collision.</s>",mistral7b,XSUM,
30,"The midfielder, who won her 100th cap in April, suffered knee and ankle injuries while playing for her club Seattle Reign at the start of July.
""The rehab is going very well. Everybody's really happy with the progress I'm making,"" she said.
""Hopefully I'll be back in early August. We have a fantastic team here, and I'm super lucky with that.""
She added: ""The only reason I would not be fit for Kazakhstan is if I get a separate injury. As long there's no setbacks I'll be available for selection.""
Fishlock sustained a grade two MCL sprain to her knee after landing awkwardly, and she admits she initially feared the worst.
""Whenever you get a sharp pain around your knee the first thing you always think about is the cruciate ligament,"" she said.
""Straight away my medical team were on it, and within 24 hours I knew what the situation was.
""That quickly put my mind at ease, I got straight back on the rehab plan, and I'm hoping for a nice smooth return to play.""
As well as Kazakhstan, Wales have been drawn in the same World Cup qualifying group as Bosnia-Herzegovina, Russia and England.
Fishlock said the decision to leave her out of Wales' squads for friendly matches against Portugal and the Netherlands was made with her health and fitness in mind.
""I had a very open and honest conversation with Jayne Ludlow (manager) and Rehanne Skinner (assistant manager) they were absolutely fantastic and so supportive,"" Fishlock added.
""And the viewpoint was the travel would have been a huge injury risk. And the consensus from Seattle and Wales was it was a risk that wasn't worth taking.
""It was a collective decision, and it was the right thing to do at that time.""","Fishlock, a midfielder for Seattle Reign, suffered knee and ankle injuries while playing in July. She is currently undergoing rehab and hopes to return to play in early August. Fishlock initially feared the worst after landing awkwardly and sustaining a grade two MCL sprain to her knee. However, her medical team quickly put her mind at ease and she is now focusing on a smooth return to play. Fishlock was left out of Wales' squads for friendly matches against Portugal and the Netherlands due to her health and fitness, but the decision was made with her best interests in mind.</s>",mistral7b,XSUM,
31,"The 31-year-old versatile back will join Neil Jukes' side from South Sydney Rabbitohs on a two-year deal at the end of the current NRL season.
He has scored eight tries and 13 goals in 10 appearances for his country
""I am really looking forward to joining Leigh Centurions. The club is on the way up,"" said Goodwin, who began his career at Cronulla Sharks.
Sign up for rugby league news notifications on the BBC Sport app
Centurions coach Jukes said Goodwin's versatility was part of the reason for snapping him up.
""I have followed Bryson's career over past years and he has been one of the most consistent performers for his team. He can play full-back, centre or wing,"" he said.
""Those are areas where we need to add quality and when I spoke to Bryson over the phone I could immediately tell that he has the appetite to achieve things over here and he is a good fit for us, just as we are for him.""
Leigh chairman Derek Beaumont decided to announce their new signing for the next campaign early because news of their deal broke out in Australia.
""We intended keeping next year's signings under wraps until the end of season out of respect to the clubs they currently represent,"" Beaumont explained.
""Unfortunately this one broke over there and has led to us confirming it early. I look forward to seeing Bryson in a Leigh shirt next year.""","31-year-old rugby league player Bryson Goodwin has signed a two-year deal with Leigh Centurions from South Sydney Rabbitohs. Goodwin, who has scored eight tries and 13 goals in 10 appearances for his country, is a versatile back who can play full-back, centre or wing. Leigh Centurions coach Neil Jukes said Goodwin's versatility was part of the reason for signing him, as the club needs to add quality in those areas. The signing was announced early due to news of the deal breaking out in Australia.</s>",mistral7b,XSUM,
32,"The first half saw the woodwork struck three times before Adam Cunnington headed Bromley in front from a Bradley Goldberg cross.
Alan Julian was in fine form for the hosts, making three superb saves after the break, the best from Jack Muldoon.
And Goldberg sealed the victory when he rounded Lincoln keeper Paul Farman and fired into the empty net.
Lincoln City manager Chris Moyses told BBC Radio Lincolnshire:
Media playback is not supported on this device
""I'm not disappointed with the way we played at all. I thought we played well and kept the ball for long periods but were just not ruthless enough at either end.
""The blame will fall on me but I think we put in an honest shift and played some nice football.
""It's a results business and that's all you can say about it. The results will come, maybe not with me but the results will come.""","Bromley scored a 2-0 victory over Lincoln City in a football match. The goals were scored by Adam Cunnington and Bradley Goldberg. Alan Julian made three superb saves for the hosts. Chris Moyses, the manager of Lincoln City, was not disappointed with the way his team played but felt that they were not ruthless enough at either end.</s>",mistral7b,XSUM,
33,"But a fourth straight defeat for Ashley Giles' Bears leaves the One-Day Cup holders now bottom of the North Group, with almost no hope of qualifying.
Croft was aided by Dane Vilas (55) as Lancashire piled up 351-8, including 33 off one over from Oliver Hannon-Dalby.
The Bears then replied with 325 to lose by 26 runs in the penultimate over.
Rikki Clarke (76) and Tim Ambrose (68) weighed in with half-centuries, while Keith Barker and Hannon-Dalby gave their side hope at the end with some lusty blows in a 27-run last-wicket stand.
But, despite being without the injured Ryan McLaren, in their first meeting with former boss Giles since he returned from Old Trafford, Lancashire had already taken full advantage of Edgbaston's shortened boundaries.
Croft slammed eight sixes and eight fours, while England Test opener Haseeb Hameed also twice cleared the ropes in his 48.
Native Lancastrian Barker came in for unusually rough treatment, his nine overs going for 86, while youngster Aaron Thomason went for 32 off three overs and Hannon-Dalby 77 from eight overs.
That culminated in 10 balls of mayhem in the 45th over bowled by Hannon-Dalby, from which Croft and Jordan Clark shared four sixes and a four between them, amidst three wides and a no ball.
Lancashire, who still have four qualifying games left, now host high-flying Worcestershire at Old Trafford on Wednesday, when Warwickshire go to Derby for a day/night game.
Warwickshire first-team coach Jim Troughton told BBC WM:
""It's another loss and a difficult one to take. It really came down to a couple of overs with the short boundary which turned the game on its head.
""Amby and Clarkey batted really well to keep us in touching distance but we were chasing too many again. We did so much right but are just not putting the final pieces into place.
""Our intensity in the field has been spot on but we have got to start putting games together with both bat and ball.""
Lancashire captain Steven Croft told BBC Radio Manchester:
""It was great to get that first win on the board. Hopefully we can get some momentum to take into the back end of the group stage. I'd have thought we'll probably have to win all our remaining games to qualify.
""In the past we have won, lost, won, lost and relied on other teams' results and we don't want to be relying on that so we are going to have go get on a roll and win them all.
""I thoroughly enjoyed my innings. The first 50 was quite pedestrian then I opened the shoulders at the end. There was a very short boundary on one side. We had a game plan to go hard at one end and it paid off.""","The Bears lost to Lancashire by 26 runs in the penultimate over, leaving them bottom of the North Group with almost no hope of qualifying. Rikki Clarke and Tim Ambrose weighed in with half-centuries, while Steven Croft slammed eight sixes and eight fours. Lancashire took full advantage of Edgbaston's shortened boundaries, with Jordan Clark sharing four sixes and a four with Croft in a 27-run last-wicket stand.</s>",mistral7b,XSUM,with Jordan Clark sharing four sixes and a four with Croft in a 27-run last-wicket stand.
34,"Greeks have been enthralled for months by the mystery surrounding the Amphipolis monument.
Now Katerina Peristeri has revealed that fragmentary inscriptions link the tomb to Hephaestion.
Hephaestion died less than a year before the Macedonian leader.
After his death in 325BC, Alexander was said to have ordered that shrines be constructed throughout the empire.
Ms Peristeri's team believe the site at Amphipolis may have been designed by one of two architects, Dinocrates or Stesicrates, and built by Antigonus, another of Alexander's generals.
They also believe that tiny inscriptions found at the site show Hephaestion's monogram (two initials from his name).
However, not everyone was convinced by the team's revelations.
Prof Panayiotis Faklaris of Aristotle University of Thessaloniki told Greek radio on Thursday that there was no indication that the tomb had any connection to Hephaestion or that Alexander had ordered it to be constructed.
There had earlier been speculation that the tomb may be linked to Alexander the Great's mother Olympias or his wife Roxana.
And earlier this year bones were recovered at the site that belonged to at least five individuals, including an elderly woman, a newborn child and two men, one of whom had been stabbed.
As well as 550 fragments of bone, animal as well as human, archaeologists have uncovered three vaulted chambers behind a facade decorated with two big marble sphinxes.
Within the chambers were a pair of caryatids - larger-than-life statues of young women -  and a mosaic pavement depicting the abduction of the goddess Persephone by Hades, king of the underworld.
Alexander, who built an empire from modern Greece to India, was buried in Egypt although the precise location remains a mystery.
As his generals fought over his legacy, his mother, widow, son and half brother were all killed, most of them near Amphipolis.
Amphipolis site","The Amphipolis monument in Greece has been linked to Hephaestion, a close friend of Alexander the Great, by fragmentary inscriptions. The tomb was built by Antigonus, one of Alexander's generals, and is believed to have been designed by either Dinocrates or Stesicrates. The tomb contains a mosaic pavement depicting the abduction of Persephone by Hades and two caryatids. Alexander, who built an empire from modern Greece to India, was buried in Egypt, and his generals fought over his legacy.</s>",mistral7b,XSUM,
35,"It is understood that Pret's owner, Bridgepoint Advisers, is considering a range of options which may include floating the business in New York.
The US is a growing market for Pret where sales at its 74 outlets surpassed $200m for the first time last year.
Bridgepoint is in the process of naming advisers to examine Pret's next step.
A spokesman for Bridgepoint said: ""As a committed shareholder in Pret we are always exploring appropriate opportunities to ensure the future growth of the company.
""If such opportunities materialise, we will update the market.""
During 2016, Pret opened 50 new shops including five in the US - where it reported strong growth in breakfast food and coffee sales.
By the end of last year it had 444 stores and announced a 15% rise in revenues to £776.2m and earnings before interest, tax, depreciation and amortisation up 11% to £93.2m.
It is the third time that Pret a Manger has considered an initial public offering.
Its founders Julian Metcalfe and Sinclair Beecham considered the move in 2001 but instead provoked controversy when they sold a 33% stake in the business to US fast food giant McDonald's for £50m.
In 2007, just before the financial crisis, a flotation was on the cards again but Pret was eventually sold for £350m to Bridgepoint and Goldman Sachs.
Mr Metcalfe and Mr Beecham reportedly made £50m each when they handed over ownership of the business they founded in 1986.",Pret's owner Bridgepoint Advisers is considering floating the business in New York. Pret has seen strong growth in the US market and opened 50 new shops in 2016. The company reported a 15% rise in revenues and an 11% increase in earnings in 2016. This is the third time that Pret has considered an initial public offering.</s>,mistral7b,XSUM,
